episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_faulty_episodes,num_healthy_workers,num_in_flight_async_reqs,num_remote_worker_restarts,num_agent_steps_sampled,num_agent_steps_trained,num_env_steps_sampled,num_env_steps_trained,num_env_steps_sampled_this_iter,num_env_steps_trained_this_iter,num_env_steps_sampled_throughput_per_sec,num_env_steps_trained_throughput_per_sec,timesteps_total,num_steps_trained_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,checkpoint_dir_name,info/num_env_steps_sampled,info/num_env_steps_trained,info/num_agent_steps_sampled,info/num_agent_steps_trained,sampler_results/episode_reward_max,sampler_results/episode_reward_min,sampler_results/episode_reward_mean,sampler_results/episode_len_mean,sampler_results/episodes_this_iter,sampler_results/num_faulty_episodes,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,sampler_perf/mean_env_wait_ms,sampler_perf/mean_env_render_ms,connector_metrics/ObsPreprocessorConnector_ms,connector_metrics/StateBufferConnector_ms,connector_metrics/ViewRequirementAgentConnector_ms,timers/training_iteration_time_ms,timers/sample_time_ms,timers/synch_weights_time_ms,counters/num_env_steps_sampled,counters/num_env_steps_trained,counters/num_agent_steps_sampled,counters/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,sampler_results/hist_stats/episode_reward,sampler_results/hist_stats/episode_lengths,sampler_results/sampler_perf/mean_raw_obs_processing_ms,sampler_results/sampler_perf/mean_inference_ms,sampler_results/sampler_perf/mean_action_processing_ms,sampler_results/sampler_perf/mean_env_wait_ms,sampler_results/sampler_perf/mean_env_render_ms,sampler_results/connector_metrics/ObsPreprocessorConnector_ms,sampler_results/connector_metrics/StateBufferConnector_ms,sampler_results/connector_metrics/ViewRequirementAgentConnector_ms,info/learner/__all__/num_agent_steps_trained,info/learner/__all__/num_env_steps_trained,info/learner/__all__/total_loss,info/learner/default_policy/total_loss,info/learner/default_policy/policy_loss,info/learner/default_policy/vf_loss,info/learner/default_policy/vf_loss_unclipped,info/learner/default_policy/vf_explained_var,info/learner/default_policy/entropy,info/learner/default_policy/mean_kl_loss,info/learner/default_policy/default_optimizer_lr,info/learner/default_policy/curr_lr,info/learner/default_policy/curr_entropy_coeff,info/learner/default_policy/curr_kl_coeff
-15.0,-15.0,-15.0,1325.0,2,0,3,0,0,4000,0,4000,0,4000,0,18.725038258822128,0.0,4000,0,4000,False,2,1,df462_00000,2024-11-26_21-14-49,1732673689,213.62060594558716,213.62060594558716,52309,cnuland-mac,127.0.0.1,213.62060594558716,1,checkpoint_000000,4000,0,4000,0,-15.0,-15.0,-15.0,1325.0,2,0,"[-15.0, -15.0]","[1333, 1317]",0.18278340707118362,1.243003662200882,0.0401006109532209,3.3073723763004055,0.0,0.002181529998779297,0.00152587890625,0.08487701416015625,213617.703,6658.878,2.504,4000,0,4000,0,13.238486842105265,57.079934210526325,"[-15.0, -15.0]","[1333, 1317]",0.18278340707118362,1.243003662200882,0.0401006109532209,3.3073723763004055,0.0,0.002181529998779297,0.00152587890625,0.08487701416015625,128.0,4000.0,9.836209114855414,9.836209114855414,0.0018388443782345763,9.804153055778698,190.99044900891116,-0.8241912978036063,0.11639560802589038,0.1510862044539906,5.000000000000001e-05,5e-05,0.0,0.30000001192092896
-15.0,-15.0,-15.0,1353.0,1,0,3,0,0,8000,0,8000,0,4000,0,18.950058449001137,0.0,8000,0,8000,False,3,2,df462_00000,2024-11-26_21-18-20,1732673900,211.08309888839722,424.7037048339844,52309,cnuland-mac,127.0.0.1,424.7037048339844,2,,8000,0,8000,0,-15.0,-15.0,-15.0,1353.0,1,0,"[-15.0, -15.0, -15.0]","[1333, 1317, 1409]",0.1813165194431382,1.2629808125539614,0.040175581815280796,3.242296517181885,0.0,0.0035524368286132812,0.0015815099080403645,0.08589426676432292,212349.418,6431.491,2.87,8000,0,8000,0,10.877333333333334,57.14433333333333,"[-15.0, -15.0, -15.0]","[1333, 1317, 1409]",0.1813165194431382,1.2629808125539614,0.040175581815280796,3.242296517181885,0.0,0.0035524368286132812,0.0015815099080403645,0.08589426676432292,128.0,4000.0,5.418677083258308,5.418677083258308,-0.04854142870297278,5.446853844391337,31.523093215042927,-0.3436795082936155,0.3815787756628891,0.06788219472178435,5.000000000000001e-05,5e-05,0.0,0.45000001788139343
-15.0,-15.0,-15.0,1409.5,3,0,3,0,0,12000,0,12000,0,4000,0,18.948902922228594,0.0,12000,0,12000,False,6,3,df462_00000,2024-11-26_21-21-52,1732674112,211.0952661037445,635.7989709377289,52309,cnuland-mac,127.0.0.1,635.7989709377289,3,,12000,0,12000,0,-15.0,-15.0,-15.0,1409.5,3,0,"[-15.0, -15.0, -15.0, -15.0, -15.0, -15.0]","[1333, 1317, 1409, 1449, 1563, 1386]",0.18021862432190247,1.2469135425659006,0.040049224154395734,3.2095221988841076,0.0,0.0036994616190592446,0.0015020370483398438,0.08762280146280925,211930.947,6394.355,3.163,12000,0,12000,0,13.210702341137123,57.631103678929755,"[-15.0, -15.0, -15.0, -15.0, -15.0, -15.0]","[1333, 1317, 1409, 1449, 1563, 1386]",0.18021862432190247,1.2469135425659006,0.040049224154395734,3.2095221988841076,0.0,0.0036994616190592446,0.0015020370483398438,0.08762280146280925,128.0,4000.0,0.8445605395971411,0.8445605395971411,-0.045957611474607675,0.8714460987922376,2.900788455313421,0.148977843301891,0.40223791489580163,0.04238232945660819,5.000000000000001e-05,5e-05,0.0,0.675000011920929
-15.0,-15.0,-15.0,1420.0,3,0,3,0,0,16000,0,16000,0,4000,0,18.862669494986562,0.0,16000,0,16000,False,9,4,df462_00000,2024-11-26_21-25-24,1732674324,212.06030106544495,847.8592720031738,52309,cnuland-mac,127.0.0.1,847.8592720031738,4,,16000,0,16000,0,-15.0,-15.0,-15.0,1420.0,3,0,"[-15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0]","[1333, 1317, 1409, 1449, 1563, 1386, 1419, 1438, 1466]",0.18042364141162096,1.2423893837777682,0.039986861534401535,3.198755259269932,0.0,0.003173616197374132,0.0015629662407769097,0.08780161539713542,211962.973,6403.773,2.891,16000,0,16000,0,12.076254180602005,59.21137123745821,"[-15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0]","[1333, 1317, 1409, 1449, 1563, 1386, 1419, 1438, 1466]",0.18042364141162096,1.2423893837777682,0.039986861534401535,3.198755259269932,0.0,0.003173616197374132,0.0015629662407769097,0.08780161539713542,128.0,4000.0,0.6490500409226578,0.6490500409226578,-0.05075076890082708,0.67712676771003,1.8018628837136643,0.20752100814888472,0.44026185163477466,0.033591183687106854,5.000000000000001e-05,5e-05,0.0,1.0125000476837158
-15.0,-15.0,-15.0,1430.5833333333333,3,0,3,0,0,20000,0,20000,0,4000,0,18.798746119496073,0.0,20000,0,20000,False,12,5,df462_00000,2024-11-26_21-28-56,1732674536,212.78240704536438,1060.6416790485382,52309,cnuland-mac,127.0.0.1,1060.6416790485382,5,,20000,0,20000,0,-15.0,-15.0,-15.0,1430.5833333333333,3,0,"[-15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0]","[1333, 1317, 1409, 1449, 1563, 1386, 1419, 1438, 1466, 1608, 1403, 1376]",0.18105103225083033,1.2495346319389755,0.04005115339799579,3.2024941316940994,0.0,0.002894798914591471,0.0015676021575927734,0.08722543716430664,212126.406,6492.483,2.975,20000,0,20000,0,17.100332225913625,59.400000000000006,"[-15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0]","[1333, 1317, 1409, 1449, 1563, 1386, 1419, 1438, 1466, 1608, 1403, 1376]",0.18105103225083033,1.2495346319389755,0.04005115339799579,3.2024941316940994,0.0,0.002894798914591471,0.0015676021575927734,0.08722543716430664,128.0,4000.0,0.7834138850739071,0.7834138850739071,-0.050657899512140864,0.8236901666988918,2.2911462201091495,0.11007152456464543,0.3791428503336143,0.010253451198364958,5.000000000000001e-05,5e-05,0.0,1.0125000476837158
-15.0,-15.0,-15.0,1448.6666666666667,3,0,3,0,0,24000,0,24000,0,4000,0,18.737463953950897,0.0,24000,0,24000,False,15,6,df462_00000,2024-11-26_21-32-30,1732674750,213.47839498519897,1274.1200740337372,52309,cnuland-mac,127.0.0.1,1274.1200740337372,6,,24000,0,24000,0,-15.0,-15.0,-15.0,1448.6666666666667,3,0,"[-15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0]","[1333, 1317, 1409, 1449, 1563, 1386, 1419, 1438, 1466, 1608, 1403, 1376, 1547, 1428, 1588]",0.1815442726729909,1.254530781733832,0.0400751708187327,3.204585544488578,0.0,0.0028133392333984375,0.0015846888224283855,0.08844216664632161,212351.347,6506.649,2.934,24000,0,24000,0,18.479470198675497,59.59735099337749,"[-15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0]","[1333, 1317, 1409, 1449, 1563, 1386, 1419, 1438, 1466, 1608, 1403, 1376, 1547, 1428, 1588]",0.1815442726729909,1.254530781733832,0.0400751708187327,3.204585544488578,0.0,0.0028133392333984375,0.0015846888224283855,0.08844216664632161,128.0,4000.0,0.4926705121759326,0.4926705121759326,-0.051891249893948055,0.5346992496470077,1.8159394373753364,0.44967562284296764,0.4646646522644804,0.009740752106846407,5.000000000000001e-05,5e-05,0.0,1.0125000476837158
-15.0,-15.0,-15.0,1452.8125,1,0,3,0,0,28000,0,28000,0,4000,0,18.743777084958015,0.0,28000,0,28000,False,16,7,df462_00000,2024-11-26_21-36-03,1732674963,213.40565395355225,1487.5257279872894,52309,cnuland-mac,127.0.0.1,1487.5257279872894,7,,28000,0,28000,0,-15.0,-15.0,-15.0,1452.8125,1,0,"[-15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0]","[1333, 1317, 1409, 1449, 1563, 1386, 1419, 1438, 1466, 1608, 1403, 1376, 1547, 1428, 1588, 1515]",0.18171994648947598,1.2597683096795589,0.04009101068017582,3.1984351963419604,0.0,0.0027641654014587402,0.0015690922737121582,0.08901059627532959,212501.747,6470.788,2.857,28000,0,28000,0,19.46158940397351,59.21059602649006,"[-15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0]","[1333, 1317, 1409, 1449, 1563, 1386, 1419, 1438, 1466, 1608, 1403, 1376, 1547, 1428, 1588, 1515]",0.18171994648947598,1.2597683096795589,0.04009101068017582,3.1984351963419604,0.0,0.0027641654014587402,0.0015690922737121582,0.08901059627532959,128.0,4000.0,1.20917150386766,1.20917150386766,-0.04791744000840384,1.2378996408977376,5.140766445230613,0.020859512756628267,0.9519151613664335,0.018952401313703463,5.000000000000001e-05,5e-05,0.0,1.0125000476837158
-15.0,-15.0,-15.0,1456.2941176470588,1,0,3,0,0,32000,0,32000,0,4000,0,17.97396075325368,0.0,32000,0,32000,False,17,8,df462_00000,2024-11-26_21-39-46,1732675186,222.54684209823608,1710.0725700855255,52309,cnuland-mac,127.0.0.1,1710.0725700855255,8,,32000,0,32000,0,-15.0,-15.0,-15.0,1456.2941176470588,1,0,"[-15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0]","[1333, 1317, 1409, 1449, 1563, 1386, 1419, 1438, 1466, 1608, 1403, 1376, 1547, 1428, 1588, 1515, 1512]",0.18186695472957576,1.2645166810939141,0.0400976301886499,3.19316265529549,0.0,0.002730593961827895,0.0015833798576803768,0.08890208076028262,213757.046,6451.403,3.034,32000,0,32000,0,23.649044585987262,62.10286624203822,"[-15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0]","[1333, 1317, 1409, 1449, 1563, 1386, 1419, 1438, 1466, 1608, 1403, 1376, 1547, 1428, 1588, 1515, 1512]",0.18186695472957576,1.2645166810939141,0.0400976301886499,3.19316265529549,0.0,0.002730593961827895,0.0015833798576803768,0.08890208076028262,128.0,4000.0,0.36262941391637693,0.36262941391637693,-0.046179592544371796,0.3996830395932224,0.8926047797434962,0.00957345352498199,1.1675885689895609,0.009013303488051662,5.000000000000001e-05,5e-05,0.0,1.0125000476837158
-15.0,-15.0,-15.0,1456.2941176470588,0,0,3,0,0,36000,0,36000,0,4000,0,17.796083078764156,0.0,36000,0,36000,False,17,9,df462_00000,2024-11-26_21-43-31,1732675411,224.7712540626526,1934.843824148178,52309,cnuland-mac,127.0.0.1,1934.843824148178,9,,36000,0,36000,0,-15.0,-15.0,-15.0,1456.2941176470588,0,0,"[-15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0]","[1333, 1317, 1409, 1449, 1563, 1386, 1419, 1438, 1466, 1608, 1403, 1376, 1547, 1428, 1588, 1515, 1512]",0.18186695472957576,1.2645166810939141,0.0400976301886499,3.19316265529549,0.0,0.002730593961827895,0.0015833798576803768,0.08890208076028262,214980.547,6450.23,3.129,36000,0,36000,0,21.252830188679244,63.37201257861635,"[-15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0]","[1333, 1317, 1409, 1449, 1563, 1386, 1419, 1438, 1466, 1608, 1403, 1376, 1547, 1428, 1588, 1515, 1512]",0.18186695472957576,1.2645166810939141,0.0400976301886499,3.19316265529549,0.0,0.002730593961827895,0.0015833798576803768,0.08890208076028262,128.0,4000.0,0.1343441407480684,0.1343441407480684,-0.026477295826914025,0.14185639420861323,0.14185639420861323,0.1234987017188245,1.1877276011224367,0.018730907832564564,5.000000000000001e-05,5e-05,0.0,1.0125000476837158
-15.0,-15.0,-15.0,1456.2941176470588,0,0,3,0,0,40000,0,40000,0,4000,0,17.668052400045433,0.0,40000,0,40000,False,17,10,df462_00000,2024-11-26_21-47-17,1732675637,226.3996560573578,2161.243480205536,52309,cnuland-mac,127.0.0.1,2161.243480205536,10,,40000,0,40000,0,-15.0,-15.0,-15.0,1456.2941176470588,0,0,"[-15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0]","[1333, 1317, 1409, 1449, 1563, 1386, 1419, 1438, 1466, 1608, 1403, 1376, 1547, 1428, 1588, 1515, 1512]",0.18186695472957576,1.2645166810939141,0.0400976301886499,3.19316265529549,0.0,0.002730593961827895,0.0015833798576803768,0.08890208076028262,216122.225,6454.867,3.253,40000,0,40000,0,20.88,63.71812500000001,"[-15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0]","[1333, 1317, 1409, 1449, 1563, 1386, 1419, 1438, 1466, 1608, 1403, 1376, 1547, 1428, 1588, 1515, 1512]",0.18186695472957576,1.2645166810939141,0.0400976301886499,3.19316265529549,0.0,0.002730593961827895,0.0015833798576803768,0.08890208076028262,128.0,4000.0,0.11212215723712117,0.11212215723712117,-0.05111617616403586,0.15127681849151056,0.15127681849151056,0.020713572944405238,1.5963371582249843,0.011813840657098543,5.000000000000001e-05,5e-05,0.0,1.0125000476837158
